id1,t1,lat1,lon1,mag1,id2,t2,lat2,lon2,mag2,dist,B,dB,azi,C,dC,group,weight
us7000bli6,2020-09-10 22:26:38.660000,7.595101591377465,-37.143599620890726,5.127000000000001,us7000blt2,2020-09-07 21:22:43.085000,7.597873451281878,-36.984257709705126,5.046,17.585887160917093,18.331669206498717,22.589609447824216,88.99066065476657,91.04019716144595,74.26859326856662,1,1
us7000bli6,2020-09-10 22:26:38.660000,7.595101591377465,-37.143599620890726,5.127000000000001,us7000blsw,2020-09-07 11:03:17.037000,7.598712254886516,-37.12860881576711,5.127000000000001,1.7017319842520338,1.7016312279777845,0.5335131580569693,76.42783766239644,76.42812544307918,23.900327105756826,1,1
us7000blt2,2020-09-07 21:22:43.085000,7.597873451281878,-36.984257709705126,5.046,us7000blsw,2020-09-07 11:03:17.037000,7.598712254886516,-37.12860881576711,5.127000000000001,15.92919891899082,15.929005001460968,3.282998213106761,270.3432169327066,270.34382582208104,18.371227565569903,1,1
us7000blsw,2020-09-07 11:03:17.037000,7.598712254886516,-37.12860881576711,5.127000000000001,us70003,2020-09-06 21:39:33,7.626212080186591,-37.17529219630853,4.884,5.9820704937946925,5.982648871965818,3.6848625685745886,300.5606764374343,300.54205312407123,36.47832894619013,1,1
us70004,2020-09-07 21:19:05,7.790007583103683,-37.05000938528992,4.803,us7000bjem,2020-09-07 21:18:59.974000,7.792797771302102,-37.05416846811452,5.208,0.5528697039361857,0.5531108846239408,1.9782934953486369,303.92770658426,303.9320705612573,54.723071795369606,2,1
